,PLAYER NAME,OTT Carry,APR Carry,ARG Carry
0,Aaron Baddeley,-0.29500000000000004,-0.04170000000000001,0.2105
1,Aaron Wise,0.12080000000000002,0.0388,0.0297
2,Abraham Ancer,0.1578,0.09190000000000001,-0.013900000000000001
3,Adam Hadwin,0.0324,0.029900000000000003,0.0338
4,Adam Long,0.0077,-0.004500000000000011,-0.037500000000000006
5,Adam Schenk,0.0591,-0.006100000000000002,-0.0427
6,Adam Scott,0.0952,0.2645,0.09509999999999999
7,Adam Svensson,0.0213,0.0509,0.025900000000000003
8,Alex Cejka,-0.013600000000000001,-0.0383,0.036500000000000005
9,Alex Noren,0.0014999999999999987,-0.033,0.09450000000000001
10,Alex Prugh,0.0379,0.0222,-0.0323
11,Anders Albertson,-0.026500000000000003,0.0165,-0.011300000000000001
12,Andres Gonzales,-0.0104,-0.0089,0.019000000000000003
13,Andrew Landry,0.044899999999999995,-0.024300000000000002,-0.0741
14,Andrew Loupe,-0.0348,-0.0424,-0.0403
15,Andrew Putnam,-0.2425,0.040799999999999996,0.010400000000000003
16,Andrew Yun,-0.045700000000000005,-0.044700000000000004,-0.0432
17,Anirban Lahiri,0.02030000000000001,-0.154,0.0186
18,Arjun Atwal,-0.0315,-0.037700000000000004,0.0238
19,Austin Cook,0.058600000000000006,-0.12,-0.035800000000000005
20,Beau Hossler,0.022800000000000004,-0.229,-0.0142
21,Ben Crane,-0.045200000000000004,-0.006200000000000001,0.028900000000000002
22,Ben Martin,0.010500000000000004,0.04429999999999999,-0.0718
23,Ben Silverman,0.0233,-0.07150000000000001,-0.020700000000000003
24,Ben Taylor,-0.0753,-0.0199,-0.013500000000000002
25,Bill Haas,-0.0749,-0.03609999999999999,0.1739
26,Billy Horschel,0.14820000000000003,0.0291,-0.04620000000000001
27,Billy Hurley III,-0.1508,0.0262,0.025600000000000005
28,Blayne Barber,0.0142,-0.017,-0.0379
29,Bo Hoag,-0.00020000000000000052,-0.004899999999999998,-0.0026
30,Bo Van Pelt,-0.0745,-0.11630000000000001,-0.022600000000000002
31,Boo Weekley,0.0634,0.0425,-0.0429
32,Brad Fritsch,-0.0432,0.0235,0.0075
33,Brady Schnell,-0.0439,-0.0318,-0.0070999999999999995
34,Branden Grace,0.0023999999999999924,0.1119,0.0887
35,Brandon Hagy,0.07300000000000001,-0.14870000000000003,0.0397
36,Brandon Harkins,0.0211,0.0036000000000000008,-0.0105
37,Brandt Snedeker,-0.1237,0.022400000000000003,0.18400000000000002
38,Brendan Steele,0.16690000000000002,0.098,-0.0354
39,Brendon Todd,-0.030700000000000005,-0.029500000000000002,0.0296
40,Brett Drewitt,-0.020900000000000002,-0.031400000000000004,-0.0054
41,Brett Stegmaier,-0.0276,-0.0039000000000000016,-0.0789
42,Brian Campbell,0.0063,-0.07500000000000001,-0.0126
43,Brian Gay,-0.18780000000000002,-0.14290000000000003,0.05210000000000001
44,Brian Harman,0.07120000000000001,-0.0623,0.11740000000000003
45,Brian Stuard,-0.1198,0.06620000000000001,0.054000000000000006
46,Brice Garnett,0.08230000000000001,-0.0835,-0.0563
47,Bronson Burgoon,0.0311,0.0371,-0.0369
48,Brooks Koepka,0.2665,0.173,0.0247
49,Bryce Molder,-0.10980000000000001,-0.0431,0.030100000000000002
50,Bryson DeChambeau,0.3628,0.09730000000000001,-0.008799999999999999
51,Bubba Watson,0.34320000000000006,0.008900000000000002,-0.0673
52,Bud Cauley,-0.0128,0.1074,0.11460000000000001
53,Byeong Hun An,0.1308,0.13410000000000002,0.1545
54,C.T. Pan,-0.010700000000000003,0.0751,0.0244
55,Cam Davis,0.07200000000000001,0.0537,-0.006200000000000001
56,Cameron Champ,0.22490000000000002,-0.0632,-0.1329
57,Cameron Percy,0.002899999999999998,0.14850000000000002,-0.03
58,Cameron Smith,-0.0666,0.049800000000000004,0.1255
59,Cameron Tringale,-0.234,0.1759,0.1044
60,Camilo Villegas,-0.0669,0.0343,0.0545
61,Carl Pettersson,-0.11230000000000001,-0.038500000000000006,0.0052
62,Carlos Ortiz,0.033600000000000005,0.008900000000000002,0.039900000000000005
63,Chad Campbell,-0.00010000000000000026,0.049600000000000005,0.0167
64,Chad Collins,-0.0573,-0.025400000000000002,0.0294
65,Charl Schwartzel,-0.0085,0.041400000000000006,0.025900000000000003
66,Charles Howell III,0.0975,-0.0387,0.10700000000000001
67,Charley Hoffman,0.11980000000000002,0.18870000000000003,-0.048900000000000006
68,Chase Seiffert,0.0108,0.019,-0.031200000000000002
69,Chase Wright,0.0013,-0.006900000000000001,-0.0313
70,Chesson Hadley,-0.038,0.12380000000000001,-0.0781
71,Chez Reavie,0.0606,0.23820000000000002,-0.011800000000000008
72,Chris Baker,0.0533,0.005600000000000001,-0.0164
73,Chris Kirk,-0.024399999999999998,0.09330000000000002,0.051800000000000006
74,Chris Stroud,-0.13180000000000003,-0.030600000000000006,-0.0014000000000000002
75,Cody Gribble,-0.09240000000000001,-0.1709,-0.036500000000000005
76,Collin Morikawa,0.07210000000000001,0.2054,0.0082
77,Conrad Shindler,0.0114,-0.0008,-0.0252
78,Corey Conners,0.2379,0.222,-0.0669
79,Curtis Luck,-0.05460000000000001,-0.0847,-0.015700000000000002
80,D.A. Points,-0.1505,-0.01200000000000001,0.0138
81,D.J. Trahan,-0.0198,-0.0039000000000000024,-0.004799999999999999
82,Daniel Berger,0.1356,0.23500000000000001,-0.0009999999999999974
83,Daniel Summerhays,-0.10270000000000001,-0.16480000000000003,-0.022600000000000002
84,Danny Lee,0.0446,0.0665,-0.08990000000000001
85,Danny Willett,0.0048000000000000004,-0.029300000000000003,0.048400000000000006
86,David Hearn,-0.123,0.014399999999999994,-0.0283
87,David Lingmerth,-0.0026,-0.0106,-0.011200000000000002
88,Denny McCarthy,-0.0274,-0.1391,0.016499999999999997
89,Derek Fathauer,-0.1213,-0.0501,-0.019700000000000002
90,Doc Redman,0.0311,0.0799,-0.0534
91,Dominic Bozzelli,-0.1268,-0.1753,-0.021700000000000004
92,Doug Ghim,0.0178,0.027200000000000005,0.026099999999999998
93,Dustin Johnson,0.36660000000000004,0.2626,0.0742
94,Dylan Frittelli,0.0347,-0.0104,0.0728
95,Emiliano Grillo,0.182,0.2801,-0.1061
96,Erik van Rooyen,0.0126,0.0141,0.0052
97,Ernie Els,-0.1028,-0.0859,0.0215
98,Ethan Tracy,-0.0054,-0.0424,-0.0309
99,Fabián Gómez,-0.0949,-0.12180000000000002,0.0811
100,Francesco Molinari,0.1278,0.1475,0.056
101,Freddie Jacobson,-0.0639,-0.0151,-0.0178
102,Gary Woodland,0.1568,0.24920000000000003,-0.031900000000000005
103,Geoff Ogilvy,-0.0064,-0.0327,0.019600000000000003
104,Gonzalo Fernandez-Castaño,-0.037500000000000006,-0.031200000000000002,0.012
105,Graeme McDowell,-0.0803,0.011600000000000001,-0.006899999999999999
106,Graham DeLaet,0.048600000000000004,0.0427,-0.0436
107,Grayson Murray,0.0829,-0.0806,-0.063
108,Greg Chalmers,-0.1186,-0.1721,9.99999999999994e-05
109,Hank Lebioda,-0.011100000000000002,0.05600000000000001,0.025400000000000002
110,Harold Varner III,0.1288,0.1259,0.0478
111,Harris English,-0.05959999999999999,-0.0016999999999999967,0.09330000000000002
112,Harry Higgs,0.024300000000000002,-0.0545,0.002599999999999998
113,Henrik Norlander,0.027700000000000002,0.08320000000000001,-0.0369
114,Henrik Stenson,0.013400000000000002,0.2109,-0.0017000000000000001
115,Hideki Matsuyama,0.1608,0.35480000000000006,0.1514
116,Hudson Swafford,0.0684,-0.014899999999999997,-0.1302
117,Hunter Mahan,0.1208,-0.3199,-0.2136
118,Ian Poulter,-0.03660000000000001,0.1133,0.1236
119,J.B. Holmes,0.0793,-0.007299999999999994,0.033600000000000005
120,J.J. Henry,0.0283,0.011700000000000002,-0.030100000000000002
121,J.J. Spaun,0.0677,0.0006999999999999958,-0.0771
122,J.T. Poston,0.0568,-0.0951,9.99999999999994e-05
123,James Hahn,0.0722,0.0243,0.012700000000000001
124,Jamie Lovemark,0.021800000000000003,0.0143,0.0777
125,Jason Bohn,-0.0685,-0.0246,-0.0076
126,Jason Day,0.16100000000000003,-0.0421,0.17210000000000003
127,Jason Dufner,0.1,0.127,0.0012000000000000018
128,Jason Kokrak,0.25020000000000003,0.15280000000000002,-0.1003
129,Jhonattan Vegas,0.28090000000000004,0.0419,-0.060700000000000004
130,Jim Furyk,-0.10540000000000002,0.19799999999999998,0.0252
131,Jim Herman,0.11710000000000001,-0.06590000000000001,-0.10640000000000001
132,Jim Knous,0.0041,0.0111,-0.027500000000000004
133,Jimmy Walker,-0.24460000000000004,0.09730000000000001,0.0289
134,Joaquin Niemann,0.1264,0.1372,-0.024
135,Joel Dahmen,0.1119,0.10060000000000002,-0.029500000000000002
136,Joey Garber,0.019100000000000002,-0.050100000000000006,-0.014000000000000002
137,John Chin,-0.011200000000000002,-0.07600000000000001,-0.0366
138,John Huh,-0.0012000000000000014,0.0254,0.022600000000000002
139,Johnson Wagner,-0.049400000000000006,-0.0025,-0.0329
140,Jon Rahm,0.40479999999999994,0.19669999999999999,0.0826
141,Jonas Blixt,-0.07269999999999999,-0.1216,0.0267
142,Jonathan Byrd,-0.13,0.0247,0.054400000000000004
143,Jonathan Randolph,-0.024100000000000003,-0.07590000000000001,-0.033100000000000004
144,Jordan Spieth,-0.023000000000000007,0.1554,0.15960000000000002
145,Joseph Bramlett,0.015200000000000003,0.022500000000000003,0.008100000000000003
146,Josh Teater,-0.0004999999999999989,0.0347,-0.014000000000000004
147,José de Jesús Rodríguez,-0.006700000000000001,-0.045500000000000006,0.012900000000000002
148,Julián Etulain,-0.0319,-0.0581,0.0033
149,Justin Rose,0.1365,0.1602,0.06600000000000002
150,Justin Thomas,0.19790000000000002,0.44510000000000005,0.1587
151,K.H. Lee,0.0363,-0.035100000000000006,0.020800000000000003
152,K.J. Choi,-0.11180000000000001,-0.03330000000000001,0.033
153,Keegan Bradley,0.1602,0.2801,0.016500000000000004
154,Keith Mitchell,0.2345,-0.0832,-0.0996
155,Kelly Kraft,-0.07980000000000001,-0.001299999999999999,-0.0878
156,Ken Duke,-0.0179,-0.0256,0.0
157,Kevin Chappell,0.0951,0.028599999999999997,-0.0288
158,Kevin Kisner,0.020599999999999997,0.024300000000000006,-0.0247
159,Kevin Na,-0.1729,0.10680000000000002,0.1858
160,Kevin Streelman,0.15560000000000002,0.1759,0.011600000000000001
161,Kevin Tway,-0.010099999999999998,-0.061399999999999996,0.0459
162,Kiradech Aphibarnrat,0.047,-0.068,0.0329
163,Kramer Hickok,0.06480000000000001,-0.08350000000000002,0.0671
164,Kris Ventura,0.010199999999999999,-0.10650000000000001,-0.1217
165,Kyle Jones,-0.003,-0.0403,0.0016
166,Kyle Reifers,-0.0023,-0.0337,0.0218
167,Kyle Stanley,0.1366,0.20540000000000003,-0.0071
168,Kyle Thompson,-0.0534,0.0036,-0.0014000000000000002
169,Lanto Griffin,0.0049,0.050300000000000004,-0.0213
170,Lee Westwood,0.0055000000000000005,0.016700000000000003,-0.002
171,Louis Oosthuizen,0.093,0.0495,0.09519999999999999
172,Lucas Glover,0.1865,0.11600000000000002,0.013500000000000002
173,Luke Donald,-0.1806,0.0284,0.040600000000000004
174,Luke List,0.28200000000000003,0.1183,0.063
175,Mackenzie Hughes,-0.08070000000000001,-0.07490000000000002,0.0509
176,Marc Leishman,-0.0131,0.1577,0.052899999999999996
177,Mark Anderson,-0.0307,-0.019799999999999998,0.013700000000000002
178,Mark Hubbard,-0.0834,0.026600000000000002,0.004799999999999999
179,Martin Flores,-0.0121,-0.0036,-0.03780000000000001
180,Martin Laird,0.0658,0.0633,0.041
181,Martin Piller,-0.024800000000000003,-0.0811,-0.018600000000000002
182,Martin Trainer,-0.14320000000000002,-0.4951000000000001,-0.019200000000000002
183,Matt Atkins,0.013400000000000002,-0.10389999999999999,-0.0027
184,Matt Every,-0.1506,-0.05650000000000001,-0.1015
185,Matt Fitzpatrick,0.10830000000000001,0.052899999999999996,0.013600000000000001
186,Matt Jones,0.0993,-0.18620000000000003,0.1441
187,Matt Kuchar,-0.0388,0.11200000000000002,0.099
188,Matt Wallace,0.0264,-0.011099999999999999,0.061500000000000006
189,Matthew NeSmith,-0.014400000000000001,0.11560000000000001,-0.024100000000000003
190,Matthew Wolff,0.0274,0.0441,-0.0655
191,Maverick McNealy,0.0296,-0.0614,0.001400000000000001
192,Max Homa,0.060700000000000004,0.0666,-0.0676
193,Michael Gellerman,-0.039200000000000006,0.04870000000000001,-0.0698
194,Michael Gligic,0.0032000000000000015,-0.0406,-0.0381
195,Michael Kim,-0.40730000000000005,-0.057800000000000004,0.0245
196,Michael Thompson,-0.08399999999999999,-0.10560000000000001,0.004400000000000005
197,Miguel Angel Carballo,0.013900000000000003,-0.1035,-0.014199999999999999
198,Morgan Hoffmann,0.0165,-0.0419,0.011500000000000002
199,Nate Lashley,-0.076,0.0071,0.0406
200,Nelson Ledesma,-0.11950000000000001,-0.0869,-0.049
201,Nicholas Lindheim,-0.09910000000000001,-0.09459999999999999,-0.0363
202,Nick Taylor,0.04610000000000001,-0.015200000000000002,0.015000000000000001
203,Nick Watney,-0.1005,0.10079999999999999,-0.0293
204,Ollie Schniederjans,-0.056999999999999995,0.009099999999999997,0.019299999999999998
205,Pat Perez,-0.09910000000000001,0.0436,0.0898
206,Patrick Cantlay,0.2693,0.26250000000000007,0.1056
207,Patrick Reed,0.067,0.06570000000000001,0.18110000000000004
208,Patrick Rodgers,0.059000000000000004,-0.21000000000000002,0.004
209,Patton Kizzire,-0.2271,0.03399999999999999,-0.023
210,Paul Casey,0.1905,0.37570000000000003,0.014100000000000005
211,Peter Malnati,-0.17830000000000001,-0.11349999999999999,0.06960000000000001
212,Peter Uihlein,-0.1034,-0.0291,0.0531
213,Phil Mickelson,-0.0771,0.0772,0.06730000000000001
214,Rafa Cabrera Bello,-0.0178,0.0011999999999999997,-0.0037
215,Rafael Campos,0.021,-0.073,-0.0297
216,Retief Goosen,-0.03930000000000001,0.0398,-0.0056
217,Rhein Gibson,-0.1779,-0.1479,0.019700000000000002
218,Richy Werenski,-0.0006999999999999958,-0.06000000000000001,-0.0222
219,Rick Lamb,0.06860000000000001,-0.0578,-0.06780000000000001
220,Rickie Fowler,0.1137,0.09150000000000001,0.1276
221,Ricky Barnes,-0.16570000000000001,0.0297,0.0371
222,Rob Oppenheim,-0.1501,-0.0003999999999999993,0.07390000000000002
223,Robby Shelton,-0.03280000000000001,-0.010899999999999998,0.010500000000000002
224,Robert Garrigus,0.0632,0.08080000000000001,-0.03760000000000001
225,Robert Streb,-0.1444,-0.0701,0.044800000000000006
226,Roberto Castro,-0.0626,0.0531,0.007000000000000001
227,Roberto Díaz,-0.004700000000000001,-0.1066,-0.0174
228,Rod Pampling,-0.039200000000000006,-0.1119,0.029800000000000004
229,Roger Sloan,-0.010400000000000003,-0.006600000000000002,-0.0027
230,Rory McIlroy,0.4283,0.2131,0.09400000000000001
231,Rory Sabbatini,0.0829,-0.0379,0.08280000000000001
232,Russell Henley,0.05620000000000001,0.2695,0.005700000000000001
233,Russell Knox,0.004699999999999999,0.2,0.015000000000000003
234,Ryan Armour,-0.0062,0.029400000000000003,0.0393
235,Ryan Blaum,-0.0239,-0.0398,-0.0046
236,Ryan Brehm,0.07200000000000001,-0.0777,-0.108
237,Ryan Moore,0.0805,0.19960000000000003,0.0019000000000000059
238,Ryan Palmer,0.1545,0.17940000000000003,-0.0512
239,Ryo Ishikawa,-0.057999999999999996,-0.0328,-0.0021000000000000003
240,Sam Burns,0.10270000000000001,-0.0013999999999999915,-0.0745
241,Sam Ryder,0.018900000000000004,0.08400000000000002,-0.0743
242,Sam Saunders,0.0562,-0.011700000000000002,-0.0665
243,Sangmoon Bae,0.002,-0.056799999999999996,-0.0302
244,Satoshi Kodaira,-0.0183,-0.0631,-0.16600000000000004
245,Scott Brown,0.0144,-0.09050000000000001,-0.1091
246,Scott Harrington,0.029100000000000004,-0.11170000000000001,0.00020000000000000052
247,Scott Langley,-0.0593,-0.0483,0.0179
248,Scott Piercy,0.10220000000000001,0.11500000000000002,-0.0288
249,Scott Stallings,-0.011700000000000002,0.16690000000000002,-0.0338
250,Scottie Scheffler,0.11330000000000001,0.0543,0.0364
251,Seamus Power,-0.0102,-0.08310000000000001,0.12460000000000002
252,Sean O'Hair,0.0354,-0.024499999999999997,-0.019600000000000003
253,Sebastian Cappelen,-0.041800000000000004,-0.16620000000000001,-0.062200000000000005
254,Sebastián Muñoz,0.033100000000000004,0.0528,0.015200000000000002
255,Sepp Straka,0.0736,0.054200000000000005,-0.062099999999999995
256,Sergio Garcia,0.27890000000000004,0.1363,0.051000000000000004
257,Seth Reeves,0.034300000000000004,-0.0941,-0.0366
258,Seung-Yul Noh,-0.05410000000000001,0.0044,0.0439
259,Shane Lowry,0.1228,0.1373,0.012600000000000007
260,Shawn Stefani,-0.0386,0.052199999999999996,0.026800000000000004
261,Si Woo Kim,-0.003599999999999999,-0.07350000000000001,0.1478
262,Smylie Kaufman,0.0091,-0.0059,-0.0073
263,Spencer Levin,-0.0161,-0.019500000000000003,-0.0073
264,Stephan Jaeger,-0.0194,-0.0293,0.05399999999999999
265,Steve Wheatcroft,0.03710000000000001,-0.1018,-0.0204
266,Steven Alker,-0.0289,-0.0212,0.0398
267,Steven Bowditch,-0.17170000000000002,-0.126,0.0238
268,Stewart Cink,-0.0144,0.2127,-0.0169
269,Sung Kang,-0.06369999999999999,-0.04540000000000001,-0.0926
270,Sungjae Im,0.13040000000000002,0.0418,0.021299999999999996
271,Søren Kjeldsen,-0.0424,-0.009,-0.014199999999999999
272,Tag Ridings,0.0295,-0.0356,-0.0111
273,Talor Gooch,-0.0652,0.1227,0.014100000000000001
274,Ted Potter Jr.,-0.1222,-0.0287,-0.047
275,Tiger Woods,0.0061,0.0883,0.038500000000000006
276,Tim Wilkinson,-0.0401,-0.0411,0.07720000000000002
277,Tom Hoge,-0.050100000000000006,0.1606,-0.058300000000000005
278,Tom Lewis,0.0358,-0.0238,-0.016900000000000002
279,Tom Lovelady,0.0379,-0.024,-0.027900000000000005
280,Tommy Fleetwood,0.138,0.0313,0.1024
281,Tony Finau,0.2368,0.2232,0.08990000000000001
282,Trey Mullinax,0.1274,-0.050300000000000004,-0.0669
283,Troy Merritt,-0.0315,0.0136,-0.0228
284,Tyler Duncan,0.064,0.0666,-0.08460000000000001
285,Tyler McCumber,0.0505,-0.0062,-0.027200000000000002
286,Tyrone Van Aswegen,-0.05600000000000001,0.007600000000000001,0.027200000000000002
287,Tyrrell Hatton,0.0834,0.1765,0.075
288,Vaughn Taylor,-0.07550000000000001,0.056900000000000006,-0.012
289,Viktor Hovland,0.11030000000000001,0.12810000000000002,-0.0284
290,Vincent Whaley,0.016600000000000004,-0.11699999999999999,-0.022600000000000002
291,Webb Simpson,0.0034999999999999988,0.2635,0.1687
292,Wes Roach,-0.009599999999999997,-0.055900000000000005,0.027000000000000003
293,Wesley Bryan,-0.23420000000000002,0.0643,0.0548
294,Whee Kim,-0.24480000000000002,-0.0335,-0.006299999999999998
295,Will Gordon,0.0832,-0.0248,-0.051
296,Will Zalatoris,0.031900000000000005,0.0751,0.0114
297,William McGirt,-0.004900000000000002,-0.0102,0.0056999999999999985
298,Wyndham Clark,-0.0329,-0.1782,0.06609999999999999
299,Xander Schauffele,0.21640000000000004,0.1743,0.041
300,Xinjun Zhang,0.0026000000000000016,-0.041,-0.016900000000000002
301,Zac Blair,-0.0905,-0.05120000000000001,0.054700000000000006
302,Zach Johnson,-0.0318,0.12260000000000001,0.07529999999999999
303,Zack Sucher,0.012700000000000001,-0.0403,0.0148
304,Zecheng Dou,-0.0079,-0.026500000000000003,-0.0187
